source_id,source,page,chinese_date,western_date,old_placename_chinese,modern_placename_chinese,event_type_chinese,event_name,event_description,primary_source_1,primary_source_2,notes
10412141,HHNB,,清仁宗嘉庆二十年,1815,,,修,,睢州上汛新堤三堡南筑越堤一道长二百二十丈。新堤四堡河溜下移，筑戗坝一道长四十丈。（豫河续志）,新堤系三年所筑。,,
10412142,HHNB,,清仁宗嘉庆二十年,1815,,,修,,睢州下汛二堡建盖坝一道长一百六十丈，柴挑坝二道一长十六丈二尺一长二十五丈五尺，又建二坝一道西至头堡建挑水坝三道一长三十丈，一长四十丈，一长一百丈。（豫河续志）,,,
10412143,HHNB,,清仁宗嘉庆二十年,1815,,,修,,虞城上汛十四堡建挑坝三道，一长五十四丈，一长三十八丈，一长三十二丈。（豫河续志）单下汛三堡筑挑坝一道长三十六丈，镶埽长四十二丈二尺。四堡筑头挑坝一道长六十六丈，镶埽长三十四丈一尺。（续行水金鉴）,,,
10412144,HHNB,,清仁宗嘉庆二十一年,1816,,,修,,正月百龄黎世序奏：峰山头二闸之间有龙虎二山。两山之间约长二十余丈，系平罔石脊，彼此相连，较高黄河滩面三四尺。稍加铲削平正，即可作为天然滚坝。盛涨则听其漫滩而过，水落则自然断流，可抵头四两闸分泄之水。（南河成案续编）,东西长一百十里。（铜沛厅册）峰山头四两闸久闭不启。（淮系年表）,,
10412145,HHNB,,清仁宗嘉庆二十一年,1816,,,修,,复建王营减坝。（南河成案续编）,盐河两岸堤工加高培厚，间段淤浅估挑深宽，并相地添筑格堤。减坝外临黄堤埽豫为启拆盘做里头，共需银六十八万。于三四月内完竣。（南河成案续编）,,
10412146,HHNB,,清仁宗嘉庆二十一年,1816,,,修,,四月黎世序奏：铜沛厅天然闸睢南厅峰山闸上年盛涨。水高于闸背急应加砌以资节制。现时天然闸估加高三层，峰山二三两闸加高四层，以备盛涨启放。（南河成案续编）,,,
10412147,HHNB,,清仁宗嘉庆二十一年,1816,,,启坝,,六月启放王家山天然闸十八里屯滚坝，龙虎山腰滚坝峰山二三两闸。（淮系年表）,,,
10412148,HHNB,,清仁宗嘉庆二十一年,1816,,,放淤,,闰六月萧南李家楼坝工放淤。（南河成案续编）,十六年河决处。,,
10412149,HHNB,,清仁宗嘉庆二十一年,1816,,,修,,上南河厅，荥泽汛十堡至十一堡建挑坝长三十二丈。（豫河续志）,,,
10412150,HHNB,,清仁宗嘉庆二十一年,1816,,,修,,郑下汛十七堡。建挑坝二道。十八堡尾建挑坝二道各长四十丈。（豫河续志）,,,
10412151,HHNB,,清仁宗嘉庆二十一年,1816,,,修,,中牟上汛二堡建顺堤挑坝长七十丈。（豫河续志）,,,
10412152,HHNB,,清仁宗嘉庆二十一年,1816,,,修,,祥河厅十六堡东建挑坝二道，一长三十三丈，一长五十五丈。（豫河续志）,,,
10412153,HHNB,,清仁宗嘉庆二十一年,1816,,,修,,兰阳上汛十三堡建头挑坝长八十丈，接建创堤长五十丈。十五堡建顺坝长七十丈。（豫河续志）,,,
10412154,HHNB,,清仁宗嘉庆二十一年,1816,,,修,,睢州上汛新堤四堡筑鱼鳞坝一道长八十丈，又建挑水坝一道长三十丈，又建挑水二坝一道长五十丈，又建挑水三坝一道长二十丈，又建挑水四坝一道长十八丈，挑水五坝一道长十八丈。十四堡建挑水头坝一道长二十五丈，又建鱼鳞头坝一道长六十丈，挑水二坝一道长三十丈，鱼鳞二坝一道长七十丈，挑水三坝一道长五十丈，鱼鳞三坝一道长五十丈，挑水四坝一道长五十丈，鱼鳞四坝一道长六十丈。（豫河续志）,,,
10412155,HHNB,,清仁宗嘉庆二十一年,1816,,,修,,睢州下汛四堡建挑水坝三道，一长六十丈，一长七十三丈，又一长六十丈。十四堡于挑水坝上首建磨盘坝一道长二十四丈，又建挑水坝二道，一长二十三丈，一长三十三丈五尺。（豫河续志）,,,
10412156,HHNB,,清仁宗嘉庆二十一年,1816,,,修,,虞城上汛十四堡于三坝下定档建磨盘坝一道长四十丈，又建四坝五坝各一道。（豫河续志）,,,
10412157,HHNB,,清仁宗嘉庆二十一年,1816,,,修,,虞城下汛十八堡建挑水坝二道，长三十丈，一长四十丈。（豫河续志）,,,
10412158,HHNB,,清仁宗嘉庆二十一年,1816,,,修,,单下汛四堡筑二挑坝一道长四十九丈，镶埽三十四丈四尺。（续行水金鉴）,,,
10412159,HHNB,,清仁宗嘉庆二十二年,1817,,,启坝,,六月启放王家山天然闸十八里屯滚坝，龙虎山腰滚坝峰山二三两闸。（淮系年表）,,,
10412160,HHNB,,清仁宗嘉庆二十二年,1817,,,河患,,八月黄水为患。（单系志）,,,
10412161,HHNB,,清仁宗嘉庆二十二年,1817,,,抢险,,八月王平庄旧工下首溜势坐湾，将及堰根。河臣黎世序来工督同道将帮宽堰身，赶筑埽靠，抢镶新埽入段，长五十三丈余。（萧南厅册）,,,
10412162,HHNB,,清仁宗嘉庆二十二年,1817,,,修,,武陡汛筑六坝一道长四十四丈，又筑七坝一道长四十一丈。（豫河续志）,,,
10412163,HHNB,,清仁宗嘉庆二十二年,1817,,,修,,郑下汛九堡东建顺坝一道长四十五丈。（豫河续志）,,,
10412164,HHNB,,清仁宗嘉庆二十二年,1817,,,修,,祥河厅十五堡建三四两道挑坝，三挑坝长六十丈，四挑坝长七十丈。（豫河续志）,,,
10412165,HHNB,,清仁宗嘉庆二十二年,1817,,,修,,祥陈汛十七堡马坊前河势下移北卧，建头挑坝一道长三十七丈五尺，二挑坝一道长三十七丈，三挑坝一道长五十六丈五尺。（豫河续志）,,,
10412166,HHNB,,清仁宗嘉庆二十二年,1817,,,修,,兰阳上汛九堡建头挑水坝一道长七十五丈，二挑坝长七十丈。十五堡建挑坝厢埽共长一百零三丈五尺，又建二挑坝一道长五十丈，三挑坝长五十五丈。（豫河续志）,,,
10412167,HHNB,,清仁宗嘉庆二十二年,1817,,,修,,睢州上汛新堤三堡下首建磨盘坝长长六十丈，新堤五堡建挑水六坝一道长二十八丈，又于下首建磨盘坝一道长三十五丈，又建挑水坝一道长三十八丈。（豫河续志）,,,
10412168,HHNB,,清仁宗嘉庆二十二年,1817,,,修,,睢州下汛十五堡建挑坝二道，一长四十丈，一长四十五丈。（豫河续志）,,,
10412169,HHNB,,清仁宗嘉庆二十二年,1817,,,修,,虞城下汛十八堡添筑建挑水三四五坝三道，一长三十五丈，一长四十五丈，一长五十五丈。（豫河续志）,,,
10412170,HHNB,,清仁宗嘉庆二十三年,1818,,,修,,五月十六日孙玉庭黎世序奏：徐州临河大堤，除现在堤顶宽有三丈余尺之处，可以无庸加帮，其顶宽仅止一丈余尺至二丈余者，必须加帮宽厚计长二千三百零八丈。（南河成案续编）,今按此摺嗣经戴均元吴璥会奏议准。（续行水金鉴）,,
10412171,HHNB,,清仁宗嘉庆二十三年,1818,,,启坝,,六月启放王家山天然闸十八里屯滚坝，龙虎山腰滚坝峰山二三两闸。（淮系年表）,,,
10412172,HHNB,,清仁宗嘉庆二十三年,1818,,,抢险,,虞城上汛九堡盛涨，刷塌堤身，抢护稳固。即于四堡上首起至十堡下止，堤北建筑越堤一道长七百二十八丈，与大堤一律修守。（商虞厅册）,,,
10412173,HHNB,,清仁宗嘉庆二十三年,1818,,,条陈,,十一月初九日孙玉庭黎世序奏：峰泰两山间山坡石脚相连，中间空档约宽二十余丈。可以就势铲凿，作为滚水石坝，将临黄土坝帮宽，外镶护埽，即以凿山之碎石将临黄坝两面包砌坚固，永不开放。俾水由滚坝下注，达于二三间闸。闸外添此一层天然滚坝，不致抽分大河底水，而闸座亦无闪失之患。（南河成案续编）,二十四年与修。,,
10412174,HHNB,,清仁宗嘉庆二十三年,1818,,,修,,兰阳上汛十四堡建戗坝长三十三丈，又建二挑坝长五十丈，又于二挑坝建坝三十二丈。（豫河续志）,,,
10412175,HHNB,,清仁宗嘉庆二十三年,1818,,,修,,睢州下汛十四堡建顺水坝一道长六十丈，十五堡建坝长一百丈，十六堡建顺水坝二道，一长四十丈一长五十丈。（豫河续志）,,,
10412176,HHNB,,清仁宗嘉庆二十三年,1818,,,修,,虞城上汛十八堡建鱼鳞坝二道，各长五十丈。（豫河续志）,,,
10412177,HHNB,,清仁宗嘉庆二十三年,1818,,,修,,十八里屯滚坝石墙加石二层。（铜沛厅册）,共计十七层，高二丈另四寸。,,
10412178,HHNB,,清仁宗嘉庆二十三年,1818,,,修,,建吴城七堡埽工尾碎石土坝八道。（淮系年表）,,,
10412179,HHNB,,清仁宗嘉庆二十四年,1819,,,倒灌,,夏初清口倒灌。（淮系年表）,,,
10412180,HHNB,,清仁宗嘉庆二十四年,1819,,,启坝,,闰四月河涨，启放十八里屯坝及睢南龙虎上腰滚坝。（淮系年表）,,,
10412181,HHNB,,清仁宗嘉庆二十四年,1819,,,决/修,,陈留汛七八堡内七月二十二日共涨，漫缺大堤二处，西宽四十丈，东宽五十余丈，随即堵合。并于堤北滩面自七堡上起至九堡上止，筑越堤长五百九十丈。（续行水金鉴）,,,
10412182,HHNB,,清仁宗嘉庆二十四年,1819,,,决/修,,祥符上汛六堡青谷堆七月二十三日异涨平漫，刷宽七十余丈。旋堵。头堡至于临河滩面一大越堤一道长一千七百三十三丈，作为缕堤。（续行水金鉴）,祥符县志作河决祥符青堌堆，水及护城堤内，城壕皆满，旋经堵塞。,,
10412183,HHNB,,清仁宗嘉庆二十四年,1819,,,决/修,,祥符下汛六七堡七月二十三日异涨，将乾隆四十四年所筑越堤今作堤之一千一百六十丈下截刷缺二处。堵竣后，遂于北面筑越堤一道，自六堡上起至八堡下止长五百七十丈，作为缕堤。旧堤之上原有堡房三座移建于新堤之上。（续行水金鉴）,冲缺二处，未经補还。（豫河续志）                                                                                      ,,
10412184,HHNB,,清仁宗嘉庆二十四年,1819,,,决/修,,老成汛异涨漫缺十三堡牛寨迤西缕堤，抢筑稳固。（豫河续志）                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,孝城居下游疑漫缺在兰阳仪封掣溜之先。,,
10412185,HHNB,,清仁宗嘉庆二十四年,1819,,,决/修,,七月二十三日兰阳大堤坐蛰。二十四日申刻夺溜成河，掣溜约三四分。（南河册稿）八堡口长一百九十余丈，十堡口长四十余丈，嗣因上游马营坝决溢，两处缺口挂淤。乃自八堡起至十堡东止，筑越堤一道长一千零五十丈，作为缕堤。（续行水金鉴）,全河由涡入淮。秋冬堵塞。（淮系年表）乃指兰阳及仪封决口而言。,,
10412186,HHNB,,清仁宗嘉庆二十四年,1819,,,决/修,,七月二十三日仪封上汛三堡大堤漫口一百十余丈，中间水深四丈余尺，掣溜五六分。（南河册稿）嗣因上游北岸马营坝漫缺夺溜，该处挂淤。遂于临河滩面圈筑越堰，自二堡西起止五堡西止，长五百丈，作为大堤（续行水金鉴）,续行水金鉴作大堤平漫，刷成决口，长一百四十八丈。,,
10412187,HHNB,,清仁宗嘉庆二十四年,1819,,,决/修,,中牟上汛八堡建即十里店七月二十六日异涨漫堤刷成缺口宽五十五丈。旋堵。于堤北创筑越堤一道，自上汛六堡东起至十一堡东止长一千五百丈。（续行水金鉴）,扶沟县志作黄河由上南厅漫溢境内堤埝冲决。,,
10412188,HHNB,,清仁宗嘉庆二十四年,1819,,,启坝,,八九月启放顺清河吴城七堡王营减坝。洪湖椿志一丈九尺二寸。（淮系年表）,由吴城及顺清河泄清入黄由王营减清入盐河。,,
10412189,HHNB,,清仁宗嘉庆二十四年,1819,,,决/修,,九月河决武陡北岸马营坝。大股由原武阳武延津封邱等县下注山东张秋。明春塞。（淮系年表）,口门塌宽一百六十七丈。（豫河续志）河分为二：一由武陡获嘉新汲入卫河，一由原武注张秋，穿运河，蹄大清河入海。（河防纪略）丰沛河涸。（沛县志）马家坝即康熙六十年旧决口。水行嘉庆八年衡工旧路。（淮系年表）,,
10412190,HHNB,,清仁宗嘉庆二十四年,1819,,,修,,荥泽汛十堡至十一堡挑坝接长十一丈。（豫河续志）,,,
10412191,HHNB,,清仁宗嘉庆二十四年,1819,,,修,,兰阳上汛十堡内建二挑坝一道长三十七丈。（豫河续志）,,,
10412192,HHNB,,清仁宗嘉庆二十四年,1819,,,修,,睢州下汛三堡筑顺水坝二道，一长四十丈，一长二十丈。十四堡挑二坝上首建戗坝长四十五丈，又建顺水坝三道，一长十五丈，又一长十五丈，一长四十五丈。（豫河续志）,,,
10412193,HHNB,,清仁宗嘉庆二十四年,1819,,,修,,虞城上汛十五堡建二挑坝一道长十五丈。又建三挑坝一道长十一丈。十八堡建顺水坝一道长十八丈。（豫河续志）,,,
10412194,HHNB,,清仁宗嘉庆二十四年,1819,,,修,,南岸郭汛侯家楼筑做拦水滚坝一道长五百六十丈。两头用土，中长一百七十丈筑成碎石滚坝。较准北门志椿存水二丈三尺五寸，该坝过水二尺，俾有节束，以免天然闸吃重。（铜沛厅册）,王家山天然闸上游。（淮系年表）,,
10412195,HHNB,,清仁宗嘉庆二十四年,1819,,,修,,峰山二闸加高。现在金门宽三丈四尺，由身长三丈，墙高闸底三丈四尺八寸，除崖石高六尺，实砌墙二丈八尺八寸，计石十四层。三闸加高。现在金门宽三丈四尺，由身长三丈，墙高闸底三丈四尺八寸，除崖石高六尺，实砌墙高二丈八尺八寸，计石十四层。（睢南厅册）,,,
10412196,HHNB,,清仁宗嘉庆二十四年,1819,,,修,,峰泰两山间建滚坝，南北宽二十五丈为坝口，东西长八十六丈为坝身，名曰峰泰滚坝。进水由东而西，流入二三两闸南，达闸下引河。二三两闸之北自虎山根起东至峰山止，筑临黄拦堤一道长一百六十七丈，两面包石，永不启放。二三两闸土堤加培高厚，两面并包碎石。共长一百六十丈。（睢南厅册）,峰山居北，泰山居南。水向西南入灵璧县境之孟山陵子等湖达小河即睢河，下注洪泽湖西堰。（睢南厅册）,,
10412197,HHNB,,清仁宗嘉庆二十五年,1820,,,修,,正月挑豫省江省黄河。豫省挑引河，江省抽沟切滩。（淮系年表）,,,
10412198,HHNB,,清仁宗嘉庆二十五年,1820,,,修/决,,三月引河开放后，奔腾下注。十二日将仪封三堡以下无工处所，乘风撞击，坐蛰堤身三十余丈。掣动大溜新河挂淤断流。（南河册稿）续塌至一百三十余丈。（治水述要）十二月漫口合龙。（豫河续志）,,,
10412199,HHNB,,清仁宗嘉庆二十五年,1820,,,修,,马营坝大工于三月十三日合龙。随蛰随镶，至十七日戍时已毫无渗水，计三百数十丈坝身及上下水边埽关门埽一律高巩稳固，通身闭气，涓滴不漏坝前已澄淤二丈有余。（南河册稿）,引河至八百余里之长，购料至两万数千垛之多，艰巨情形，实为从来所未有。（南河册稿）用银一千数百万。（治河述要）,,
10412200,HHNB,,清仁宗嘉庆二十五年,1820,,,修,,豫省仪工漫缺，下游沪河。至王平庄对岸取直挑河。（萧南厅册）,,,
10412201,HHNB,,清仁宗嘉庆二十五年,1820,,,启坝,,五月河仍复南趋，而清口吴城旋启放。（清河县志）高家湾在吴城七堡西二十余里，亦经刷放。（淮系年表）,此后数月之中清口吴城骤起骤闭，捷若转圆。（淮系年表）泄湖水入黄。,,
10412202,HHNB,,清仁宗嘉庆二十五年,1820,,,修,,冬挑峰山坝下引河。（淮系年表）,,,
10412203,HHNB,,清仁宗嘉庆二十五年,1820,,,修,,冬豫江两省黄河堤工普律加高。以工代账。（淮系年表）,,,
10412204,HHNB,,清仁宗嘉庆二十五年,1820,,,修,,十二月仪封漫口合龙。奏准大坝及挑水坝普律加厢坚实，并添筑挑坝二坝土戗，帮宽旧堤，圈筑新工。兰仪仪睢二厅堤坝工程亦均修補。（豫河志）,,,
10412205,HHNB,,清仁宗嘉庆二十五年,1820,,,修,,阳封汛于头二三堡南筑土坝三道，头堡坝长一百六十五丈，又建顺水坝一道长三十五丈，六堡建顺水坝一道长六十丈。七堡筑头斜坝长四十丈。八堡建鱼鳞坝长二十五丈，迤下又筑二斜坝长二十丈，又筑头挑坝长二十五丈，二挑坝十七丈，下首鳞坝长三十丈。（豫河续志）,,,
10412206,HHNB,,清仁宗嘉庆二十五年,1820,,,修,,建外越堤长六百三十七丈，在中牟下汛长三百丈，在祥符汛长三百三十七丈，又自六堡大越堤尾起至八堡东止建外越堤一道长四百八十三丈。（豫河续志）,,,
10412207,HHNB,,清仁宗嘉庆二十五年,1820,,,修,,祥河厅头堡越堤建土坝二道，一长七十丈，一长一百十丈二堡越堤前建土坝一道长五十丈，二挑坝一道长四十丈。十三堡建顺水土坝一道长四十丈，十四堡建挑坝三道一长四十丈，余皆长五十丈。（豫河续志）,,,
10412208,HHNB,,清仁宗嘉庆二十五年,1820,,,修,,祥陈汛十七堡建四五挑坝二道各长五十五丈。十八堡建头挑坝一道长五十五丈。（豫河续志）,,,
10412209,HHNB,,清仁宗嘉庆二十五年,1820,,,修,,兰仪厅兰阳汛十二堡地名豆腐店，筑挑坝四道，一长五十一丈，一长二十九丈，又一长二十九丈，一长六十九丈。十四堡筑头挑坝一道长九十五丈（豫河续志）,,,
10412210,HHNB,,清仁宗嘉庆二十五年,1820,,,修,,兰阳上汛越堤上下两坝之间建鸡嘴挑坝长一百五十二丈。十三堡建挑坝长五十丈。兰阳下汛头堡于鱼鳞大坝之上建头挑坝长七十丈二挑坝长五十丈，又于鱼鳞二坝之上建三挑坝长七十丈，坝下又建挑坝长四十五丈又建顺水坝长六十丈。（豫河续志）,,,
10412211,HHNB,,清仁宗嘉庆二十五年,1820,,,修,,仪封上汛四堡筑东大坝磨盘坝长十四丈，又挑水坝长一百十七丈，下首又筑挑水坝长五十丈。五堡六堡筑挑坝一道长四十七丈，又于东首筑挑坝长四十二丈。（豫河续志）,,,
10412212,HHNB,,清仁宗嘉庆二十五年,1820,,,修,,考城汛于缺口南面圈筑越堤一道长三百二十丈。二十六堡樊寺迤东为旧南堤尾，接堤尾至旧北堤创筑斜堤长三百四十五丈，作为缕堤。（豫河续志）,二十三年漫缺十三堡牛寨迤西缕堤。,,
10412213,HHNB,,清仁宗嘉庆二十五年,1820,,,修,,睢州上汛新堤五堡建挑水八坝一道长五十丈，挑水九坝一道长六十丈。（豫河续志）,,,
10412214,HHNB,,清仁宗嘉庆二十五年,1820,,,修,,虞城上汛十九堡建鱼鳞坝一道长四十丈，又建挑坝一道。（豫河续志）,,,
10412215,HHNB,,清宣宗道光元年,1821,,,修,,春奏修峰山闸及王家山闸下河堰。（淮系年表）,,,
10412216,HHNB,,清宣宗道光元年,1821,,,启坝,,启放王家山天然闸十八里屯滚坝及龙虎滚坝峰泰滚坝。（淮系年表）,,,
10412217,HHNB,,清宣宗道光元年,1821,,,修,,上以江南河工兼用碎石坦坡，诏河东河臣仿行之。（河防纪略）,,,
10412218,HHNB,,清宣宗道光元年,1821,,,修,,创筑荥原越堤，自荥泽汛头堡起至原武汛八堡止长三千三百三十九丈。（豫河续志）,,,
10412219,HHNB,,清宣宗道光元年,1821,,,修,,奏添马营坝土埽各工：越堤东面接厢护埽长一千四十六丈，西首接连缕堤二堡之秦家厂越堤向南长九百五十一丈，东首接连缕堤之东大坝尾向南长一千九十二丈内厢做防风，其越堤中间及西头缕堤再于北面帮筑宽厚半戗，东大坝尾自北向长七百二十九丈帮宽加厚。（豫河志）,,,
10412220,HHNB,,清宣宗道光二年,1822,,,倒灌,,黄水漾清口。（清河县志）,,,
10412221,HHNB,,清宣宗道光二年,1822,,,启坝,,五六月启放峰泰滚坝龙虎滚坝十八里屯滚坝王家山天然闸，坝闸下河堰俱漫缺。（淮系年表）,,,
10412222,HHNB,,清宣宗道光二年,1822,,,决河,,阜宁陈家浦人民偷挖黄河堤工。（淮系年表）,,,
10412223,HHNB,,清宣宗道光二年,1822,,,修,,浚睢宁峰泰闸河二千四百十丈，培东西堰。（河防纪略）,,,
10412224,HHNB,,清宣宗道光三年,1823,,,修,,加培南河两岸大堤。丰北萧南铜沛三厅及邳北睢南二厅上汛止须间段加培，自邳睢两厅下汛起至海口止两岸长堤必须一律帮宽加高。总以高出盛涨水痕四五尺为度，除有工处所及情形险要段落堤顶另估加宽，其余堤顶估宽一丈五尺及二丈为度。于五月内次第完竣。（南河成案续编）,,,
10412225,HHNB,,清宣宗道光三年,1823,,,启坝,,六月启放王家山天然闸峰泰滚坝。（淮系年表）,,,
10412226,HHNB,,清宣宗道光三年,1823,,,修,,移祥符五瑞二闸于旧闸之北，筑束水堰南五千三百九十丈，北二千二百三十丈。（河防纪略）,金门各宽二丈四尺，底比旧闸底高一长七尺三寸。闸建矶心，东西筑钳口闸。冬季完工。（淮系年表）,,
10412227,HHNB,,清宣宗道光四年,1824,,,修,,邳北厅属黄河裁湾避险。挑引渠一道长一千零七十二丈，河头底宽十四丈四尺，递行减宽，河尾底宽六丈，深一丈至一丈四五尺不等。（南河成案续编）,勒限大汛前完工一俟汛水长发即相机启放。,,
10412228,HHNB,,清宣宗道光四年,1824,,,启坝,,七月启放峰泰滚坝。闰七月启放王家山天然闸十八里屯滚坝龙虎滚坝。九月黄水大涨，启放祥符五瑞二闸。（淮系年表）,,,
10412229,HHNB,,清宣宗道光四年,1824,,,修,,王营减坝仍筑里头，以备启放，十月黄水大涨，仪启减坝不果。（清河县志）,,,
10412230,HHNB,,清宣宗道光五年,1825,,,倒灌,,二月黄水力猛，束清坝刷蛰过水，大溜直入洪湖，新挑五引河受淤。抢堵引河，黄水入运，运河上下及金湾各口均受淤。（淮系年表）,,,
10412231,HHNB,,清宣宗道光五年,1825,,,大水,,六月大水，平地深一二尺，禾稼皆伤。（睢宁县志）,,,
10412232,HHNB,,清宣宗道光五年,1825,,,启坝,,六月启放王家山天然闸及峰泰滚坝。七月启放十八里屯滚坝。（淮系年表）,,,
10412233,HHNB,,清宣宗道光五年,1825,,,条陈,,河流自御黄坝下至河口八滩淤二百余里，琦善严烺复仪道河由灌口入海。既而往视安东至乡水口临河深仅八九尺，宽一二十丈，北岸遥堤去盐河止百余丈，河不能容，灌河口外至开山四五十里外海内滩又能筑堤。海口竟不能改。（河防纪略）,,,
10412234,HHNB,,清宣宗道光六年,1826,,,涨,,春河复涨。(河防纪略）,,,
10412235,HHNB,,清宣宗道光六年,1826,,,条陈,,琦善严烺奏治河五事：一严守闸坝，二接筑海口长堤，三逢湾取直切滩挑河，四修复沪河，五筑平滩对坝。（河防纪略）,,,
10412236,HHNB,,清宣宗道光六年,1826,,,条陈,,三月张井议改河。自安东东门工迤下，以北堤为南堤，改筑新北堤，中挑引河，绕避高淤，傍旧河行走，至丝绸滨下仍归见在海口。旋又改议，以李工为河头。与江督琦善意左，格不行。五月附奏，有人议改河，自桃源高家湾，借用中河盐河，至李工或安东东门工，仍归旧河，将清口下移。亦格不行。（淮系年表）,,,
10412237,HHNB,,清宣宗道光六年,1826,,,启坝,,八月二十日开王家湾减坝，黄水尽泄。启御黄坝，清口高，淮不得出高家堰，急开吴城七堡。（河防纪略）,中河两岸大水，民乃大饥。（安东县志）,,
10412238,HHNB,,清宣宗道光六年,1826,,,修,,东挑王营减坝迤下正黄河。（淮系年表）,当抽沟切滩。（淮系年表）,,
10412239,HHNB,,清宣宗道光七年,1827,,,修,,正月正河沪成。（清河县志）,,,
10412240,HHNB,,清宣宗道光七年,1827,,,涨,,三月塞减坝。三日而黄水复涨。（清河县志）,正坝二座各宽三十丈，堵筑时口门宽一百二十丈。西坝水浅，河势全注东坝。越二十岁又添筑大坝。（淮系年表）,,
10412241,HHNB,,清宣宗道光七年,1827,,,修,,春挑培王家山天然闸下河堰。（淮系年表）,,,
10412242,HHNB,,清宣宗道光七年,1827,,,条陈,,七月张井潘锡恩奏：黄河尚须接筑海口长堤，并于下游多做埽坝，以资刷掣。（南河成案续编）,,,
10412243,HHNB,,清宣宗道光八年,1828,,,修,,二月钦差英和江督蒋攸铦奏加培宿桃以下黄河堤工下迄海口。（淮系年表）,,,
10412244,HHNB,,清宣宗道光八年,1828,,,修,,三月奏挑培王家山天然闸下河堰。（淮系年表）,,,
10412245,HHNB,,清宣宗道光八年,1828,,,修,,自海安海阜两处堤尽处接筑长堤，于外南厅颜家河诸处筑坝逼溜去淤。（河防纪略）,,,
10412246,HHNB,,清宣宗道光九年,1829,,,河患,,阜宁县黄河南北岸淤溢地亩五千余顷。（淮系年表）,,,
10412247,HHNB,,清宣宗道光十年,1830,,,条陈,,春张井查勘海口，奏称：气势深畅，拦门沙不足患。南河受病全在中段。（淮系年表）,,,
10412248,HHNB,,清宣宗道光十二年,1832,,,决河,,八月桃源县民陈端谋淤地亩，偷挖于家湾黄河南堤。掣动大溜，水入洪湖。（淮系年表）湖暴涨，尽开吴城七堡御黄坝顺清河以泄湖水入黄。于家湾下黄河断流二十余里。（清河县志）,,,
10412249,HHNB,,清宣宗道光十二年,1832,,,放闸,,八月于家湾既决，桃源以上黄河暴涨。启放王家山天然闸。未几祥符河溢，下游水见跌落。（淮系年表）,,,
10412250,HHNB,,清宣宗道光十二年,1832,,,溢,,八月豫省祥符下汛滩水漫堤。正河水落三尺，未夺溜。（开归道册案）,,,
10412251,HHNB,,清宣宗道光十二年,1832,,,修,,闰九月挑黄河自于家湾至吴城七堡。吴城七堡以下正河日渐刷洁。（淮系年表）,,,
10412252,HHNB,,清宣宗道光十二年,1832,,,治,,林则徐言：险工抛护碎石，堤埽不至溃陷，并可迂回溜势，功效甚著。工员果悉机宜，于工之将生未生，预筑挑坝，逼溜外趋，一坝得力，可护数段之工，所省无算。要之岁料与碎石并用，核实则未尝不省，不实则虽裁碎石，亦可滋弊。（河防纪略）,,,
10412253,HHNB,,清宣宗道光十三年,1833,,,修,,正月于家湾正坝合龙，于二十三日追压闭气。（南河成案续编）,,,
10412254,HHNB,,清宣宗道光十三年,1833,,,修,,春修黄河各工。（淮系年表） ,,,
10412255,HHNB,,清宣宗道光十五年,1835,,,修,,东河总督栗毓美试用抛砖之法。（开归道册案）,行之于原武阳武及搁黄堰黑堈皆效。（河防纪略）,,
10412256,HHNB,,清宣宗道光十六年,1836,,,修,,奏准黄沁厅属唐郭汛拦黄堰工尾内有挑水坝，年久坍塌，现购备砖块挑筑碑坝。又于七堡下筑挑坝一道，并修补已坍之八坝戗坝，复于空当筑坝三道，层层托溜。下南厅祥符上汛黑堽工十九堡向有盖坝一道，陛续坍损，现以碎石裹护，并筑坝堰，又挑筑砖坝，自该汛起至陈留汛止估筑土塌，并将旧有坝格加高接长，择要帮培堤俄，逐段拦护，以免吃重。（豫河志）,,,
10412257,HHNB,,清宣宗道光十八年,1838,,,溢,,河水暴发，漂没民房庙宇甚多。（吉县志）,,,
10412258,HHNB,,清宣宗道光二十一年,1841,,,决/修,,六月十六日黎明决群符三十一堡张家湾。（祥符县志）漫口三百丈。由祥符陈留杞县太康入涡会淮。至次年二月初八日合龙。（开归道册塞）,六月刷宽，八十余丈。掣留七分。七月正河断流。（豫河志）,,
10412259,HHNB,,清宣宗道光二十一年,1841,,,溃,,黄河决口去岁动工用银五百余万，业已告竣，蜡底又复决口。（会文正公家书，二十二年正月十八信）,旋因合龙时，风暴异常蛰失工段，口门刷深至七八丈。（开归道册案）,,
10412260,HHNB,,清宣宗道光二十二年,1842,,,修,,上年六月祥符上汛漫口，二月初八日合龙。引河亦通畅东注，全黄悉归故道。（豫河志）,,,
10412261,HHNB,,清宣宗道光二十二年,1842,,,决,,秋河决桃源之北，决口百九十余丈。（会文正公家书，二十二年八月十二信）,淮系年表作：六月河溢桃源县北岸崔镇汛杨工，浸水入六塘河议改河不果。桃清两县各河道淤垫几成平陆。,,
10412262,HHNB,,清宣宗道光二十二年,1842,,,启坝,,徐州河涨启放王家山天然闸十八里屯滚坝。（淮系年表）,,,
10412263,HHNB,,清宣宗道光二十二年,1842,,,溢,,萧工漫口，居民迁至高阜，冬令水落咸归家。忽冰壅水溢，众兴一带被难者万余人。凌汛不可不防也。（安澜纪要）,,,
